ID,B,C,D,rB,rC,rD,value
56198,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.068
56199,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.065
56389,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.067
56390,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.067
56438,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.065
56439,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.053
56485,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.07
56487,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.061
56495,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.063
56535,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.064
56600,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.2,0.6,0.962666667
56663,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.063
56676,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.055
56677,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.062
56678,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.064
56679,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.064
56686,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.3,0.1,0.065
56687,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.062
56818,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.6,0.2,0.769
56820,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.066
56821,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.063
56822,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.054
56823,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.065
56831,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.063
57096,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCCCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(O)CO,0.2,0.2,0.6,0.971
57250,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.6,0.2,0.947
57685,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.799
57687,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.076
58021,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.74
58023,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.491
58055,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.367
58071,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.273
58108,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(OCC)OCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.899666667
59128,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.895333333
59490,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.6,0.2,1.044
59536,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.2,0.6,0.939
60816,*CCC(=O)OCCCCCCOC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCO,0.2,0.2,0.6,0.952
61392,*CCC(=O)OCCCCCCOC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCO,0.2,0.2,0.6,0.962
61504,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.2,0.6,0.92
61676,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCC1CCCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.4,0.4,0.2,0.82
62442,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCN(CC)CC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCC1CCCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.6,0.2,1.04
63290,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(O)CO,0.2,0.6,0.2,0.94
64408,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.76
64409,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.4,0.4,0.74
64410,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.6,0.2,0.81
64411,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.4,0.2,0.4,0.81
64412,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.4,0.4,0.2,0.8
64413,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.1,0.3,0.89
64414,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.3,0.1,0.82
64415,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.83
64792,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.86
65808,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCN1CCN(C)CC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCO,0.2,0.2,0.6,0.8
66295,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCO,0.8,0.1,0.1,0.787
66583,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCO,0.8,0.1,0.1,0.755
66616,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.873
66668,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.4,0.4,0.2,0.81
67072,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCc1cccnc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.2,0.6,0.81
67890,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.6,0.2,1.001
68090,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCC(OCC)OCC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(O)CO,0.2,0.6,0.2,0.867666667
68807,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.736
68951,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.76
69095,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.769
69284,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC1CCCC1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.4,0.4,0.2,0.926
69524,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.4,0.4,0.2,0.967
69640,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCC(OCC)OCC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.964333333
70332,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.949
70400,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCC(OCC)OCC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.2,0.6,0.851333333
70668,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCCCCCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCCCC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.934666667
71298,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCCCCCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.6,0.2,0.925666667
71378,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCCCCCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCO,0.2,0.6,0.2,0.915666667
71740,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.954
71772,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.954333333
72852,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,1.007
77650,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCN1CCN(C)CC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.6,0.2,0.99
78778,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.6,0.2,1.1
79258,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCc1cccnc1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC1CCCC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.6,0.2,1.05
80436,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.917333333
80738,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCO,0.2,0.6,0.2,0.992666667
81095,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.831
81383,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.82
81636,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCC1CCCCC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.958666667
82036,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCOC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.923333333
84618,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)C(C)C(N)=O,0.2,0.6,0.2,1.013666667
84876,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCC(C)C,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.992333333
85456,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCC1CCCCC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.2,0.6,0.974
85536,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCO,0.2,0.2,0.6,0.929
86180,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN(C)C)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.4,0.4,0.2,0.84
86614,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN(C)C)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.3,0.1,0.377
86615,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN(C)C)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.125
86840,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCN(CC)CC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCO)c1,0.2,0.2,0.6,0.87
87068,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCN(CC)CC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)Cc2ccccc2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.4,0.4,0.2,0.58
87340,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCN(CC)CC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)Cc2ccc(OC)cc2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(O)CO)c1,0.4,0.4,0.2,0.93
87383,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCN(CC)CC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.226
88391,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.356
88496,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.2,0.2,0.6,0.9
88918,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.3,0.1,0.491
88919,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.362
88968,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCOC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(O)CO)c1,0.2,0.2,0.6,0.92
