smiles1,smiles2,smiles3,ratio1,ratio2,ratio3,value
*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.027918623
*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.04143975
*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCOCCOCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.234491393
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCN1CCN(C)CC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.6,0.2,0.49238
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.6,0.2,0.03494
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCc1cccnc1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC1CCCC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.6,0.2,0.03322
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.086134585
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCO,0.2,0.6,0.2,0.219092332
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.06600731
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.032466136
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCC1CCCCC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.040938967
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCOC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.035805947
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)C(C)C(N)=O,0.2,0.6,0.2,0.08
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCC(C)C,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.059843505
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCC1CCCCC1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.2,0.6,0.114929578
*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCC(C)OCC(C)OCC(C)OC(=O)CCN(*)CCOCCOCCO,0.2,0.2,0.6,0.077496088
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN(C)C)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.4,0.4,0.2,0.62396
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN(C)C)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.3,0.1,0.592339864
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN(C)C)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,1.026194145
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCN(CC)CC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCO)c1,0.2,0.2,0.6,0.19643
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCN(CC)CC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)Cc2ccccc2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.4,0.4,0.2,0.40696
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCN(CC)CC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)Cc2ccc(OC)cc2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(O)CO)c1,0.4,0.4,0.2,0.18493
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCN(CC)CC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.832049307
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.777467211
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.2,0.2,0.6,0.03322
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.3,0.1,0.427030597
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.628879595
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCOC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(O)CO)c1,0.2,0.2,0.6,0.0256
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(O)CO)c1,0.2,0.6,0.2,0.03379
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCO)c1,0.2,0.6,0.2,0.11691
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,1.012470436
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.3,0.1,0.944970284
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCCCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.863470221
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCN2CCN(C)CC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCO)c1,0.2,0.6,0.2,0.01668
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCc2cccnc2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCC(C)C)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(O)CO)c1,0.2,0.6,0.2,0.02833
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCc2cccnc2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(O)CO)c1,0.2,0.2,0.6,0.0256
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCOCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)Cc2ccccc2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.2,0.2,0.6,0.016901408
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCOCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCC(OCC)OCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(O)CO)c1,0.2,0.2,0.6,0.011643192
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN2CCOCC2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCC(OCC)OCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.2,0.2,0.6,0.291205008
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.610621372
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.8,0.1,0.1,0.599823905
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.8,0.1,0.1,0.696456086
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.6,0.3,0.1,0.800760913
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.8,0.1,0.1,0.860632759
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(CC)CCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.463341217
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(CC)CCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.6,0.3,0.1,0.356
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(CC)CCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.8,0.1,0.1,0.447645668
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(CC)CCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.8,0.1,0.1,0.778780541
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.1,0.3,0.134
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.3,0.1,0.545623836
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.613536243
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.6,0.3,0.1,0.379
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.8,0.1,0.1,0.67380857
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.8,0.1,0.1,0.151
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCO)c1,0.8,0.1,0.1,0.177
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.4,0.4,0.2,0.15
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.1,0.3,0.181
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.3,0.1,0.523428114
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.31978374
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.2,0.2,0.6,0.068802408
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.2,0.6,0.2,0.06485133
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.4,0.2,0.4,0.085357988
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.4,0.4,0.2,0.689026832
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.6,0.1,0.3,0.099978499
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.6,0.3,0.1,0.55526632
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)C(N)=O)c1,0.8,0.1,0.1,0.357829395
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.4,0.4,0.2,0.115
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.6,0.1,0.3,0.270966322
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.6,0.3,0.1,0.298261061
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.8,0.1,0.1,0.562403698
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)CN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCO)c1,0.4,0.4,0.2,0.056463224
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)CN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(CC)CCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.4,0.4,0.2,0.607449139
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)CN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.049451731
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(CC)CCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.412814449
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCC(OCC)OCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.2,0.2,0.6,0.066103286
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCO)c1,0.6,0.3,0.1,0.332712601
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCO)c1,0.6,0.3,0.1,0.387130147
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.2,0.2,0.6,0.007172018
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.2,0.4,0.4,0.015447424
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.2,0.6,0.2,0.103387399
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.4,0.2,0.4,0.031887896
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.4,0.4,0.2,0.130751407
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.1,0.3,0.086284895
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.6,0.3,0.1,0.418073486
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(C)(C)O)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.213615801
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.8,0.1,0.1,0.238443346
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)Cc2ccc(OC)cc2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCOCCO)c1,0.4,0.4,0.2,0.432676056
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCc2ccccc2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)C(C)C(N)=O)c1,0.2,0.2,0.6,0.013646322
*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCOCCN)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCC(OCC)OCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CC(O)CO)c1,0.4,0.4,0.2,0.181533646
*CCC(=O)OCc1cccc(COC(=O)CCN(*)Cc2cccc(CN)c2)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCCCCCCCCC)c1,*CCC(=O)OCc1cccc(COC(=O)CCN(*)CCOCCOCCOCCO)c1,0.2,0.6,0.2,0.866729265
